state,age,gender,education,ideology_general,household_size,sus_1,sus_2,sus_3,re_1,re_2,re_3,sev_1,sev_2,sev_3,se_1,se_2,se_3,mrr_1,mrr_2,mrr_3,rc_1,rc_2,rc_3,proto_caring,proto_informed,proto_dedicated,proto_pushy,proto_stubborn,proto_arrogant,proto_patriotic,proto_responsible,proto_similarity,willingness_1,willingness_2,att_1,att_2,att_3,att_4,att_5,att_6,sn_1,sn_2,sn_3,sn_4,sn_5,int_1,int_2,int_3,beh_1,beh_2,beh_3,feedback
IL Illinois,50,Male,4 year degree,3,3,2,4,2,2,2,2,1,2,2,3,4,3,4,4,3,2,3,3,1,1,1,0,0,0,0,1,3,2,2,2,4,2,2,4,2,1,1,1,2,2,2,2,2,12,12,NA,NA
OH Ohio,40,Female,Some college,7,5,3,4,2,2,4,4,2,2,4,2,4,2,4,4,2,4,2,3,0,0,0,0,0,0,0,1,2,2,4,1,5,1,1,5,1,2,2,2,4,4,4,4,4,11,11,NA,NA
OK Oklahoma,33,Female,High school graduate,8,5,1,5,5,2,1,1,1,1,1,2,2,2,5,5,2,4,4,5,1,1,1,0,0,0,0,1,3,2,2,1,5,1,1,5,1,2,2,2,2,4,2,2,2,11,11,NA,NA
FL Florida,30,Female,4 year degree,1,2,1,5,1,5,5,5,1,1,1,5,1,5,5,5,3,3,2,2,1,1,0,0,0,0,0,1,3,2,5,2,5,1,1,5,1,1,1,1,5,5,5,5,5,11,11,NA,"I live in apartment complex and will for the foreseeable future, so I can't choose my energy provider."
IN Indiana,34,Female,2 year degree,8,2,2,5,2,2,2,1,1,1,2,4,2,4,4,5,4,5,4,4,1,1,1,0,0,0,1,1,3,2,2,2,4,1,1,4,1,1,1,1,4,4,2,2,2,11,11,NA,NA
NJ New Jersey,41,Male,Some college,4,2,1,5,1,2,1,1,1,1,1,1,5,1,4,5,4,5,2,2,1,1,0,0,0,0,0,1,4,3,3,1,5,1,1,5,1,1,1,1,4,4,4,4,4,11,11,NA,None
MN Minnesota,26,Male,2 year degree,6,2,2,3,3,3,2,4,2,3,4,3,4,2,3,3,2,2,4,3,0,0,0,0,0,0,0,1,3,3,2,3,3,3,2,2,1,4,3,2,2,3,3,3,2,11,11,NA,na
NY New York,31,Male,4 year degree,0,1,1,5,5,1,1,1,1,1,1,1,5,1,5,5,3,5,5,5,1,1,1,0,0,0,1,1,4,5,1,1,5,1,1,5,1,1,1,1,5,5,1,3,3,11,11,NA,NA
MI Michigan,40,Female,High school graduate,6,5,2,5,1,2,2,2,1,1,1,1,5,1,4,3,4,4,5,5,0,1,1,0,0,0,0,1,5,4,4,2,5,1,1,5,1,1,1,1,2,2,1,1,1,10,11,NA,NA
IN Indiana,55,Female,Some college,5,2,1,5,1,5,4,3,1,1,1,3,4,3,5,5,5,4,3,5,1,1,1,0,0,1,0,1,2,4,1,1,5,1,1,5,1,3,3,3,3,3,1,1,1,12,12,NA,NA
TX Texas,38,Female,4 year degree,0,4,2,3,2,1,1,1,1,1,1,2,5,2,4,5,3,4,2,4,0,1,1,0,0,0,0,1,5,4,4,1,5,1,1,5,1,2,1,2,1,1,1,1,1,10,10,10,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR Oregon,21,Female,High school graduate,5,5,5,3,4,2,3,2,4,5,4,4,2,2,2,3,2,2,2,3,0,0,0,0,0,0,0,0,NA,4,4,5,4,4,5,4,5,1,3,2,3,2,3,2,2,11,11,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL Florida,18,Female,4 year degree,8,4,3,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,0,0,0,0,1,2,NA,NA,5,5,4,3,4,2,2,4,2,2,3,NA,NA,NA,10,10,10,NA
TX Texas,36,Male,Some college,2,7,2,4,2,5,4,3,NA,NA,NA,5,2,4,3,3,2,2,2,2,1,0,1,0,0,0,1,0,1,1,2,3,3,2,3,3,4,2,3,2,4,1,4,4,4,12,11,NA,NA
AZ Arizona,53,Female,Some college,9,4,4,2,4,2,2,2,3,4,3,2,3,3,4,3,1,3,1,3,1,1,0,0,0,0,0,1,2,NA,NA,2,4,2,2,4,2,1,1,1,5,5,1,2,2,11,11,NA,NA
